Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
28.47973168,79.84688754,28.26842668,41.45873006,30.21844474,1952.309592,1.173764365,4892.826548,Forest,Silt,5767.892529,45,0,0
20.12751256,79.66601609,208.5917033,19.1844042,34.54683776,2770.893661,8.462638781,7524.880491,Desert,Loam,3927.780471,32,1,0
25.85885044,76.22298471,217.434797,18.81244837,77.03712509,466.0534493,0.297387377,5492.290175,Urban,Loam,6701.238095,58,1,1
27.63280859,79.51917891,298.0439803,24.11933727,20.3874143,2906.25168,9.199292056,195.5303949,Water Body,Silt,6218.872667,36,0,1
22.14053507,75.39064167,208.008731,19.85177677,91.18565211,109.2304414,2.717527523,2696.733836,Desert,Silt,6079.1787,7,0,0
21.92557132,75.89207802,206.0491187,18.31937544,70.65475866,1286.875642,5.983791824,7653.270792,Agricultural,Silt,5157.236973,29,1,0
26.04419416,75.80322221,154.4439871,35.34957108,55.2724043,2510.69007,5.645808843,2125.6154,Water Body,Clay,6889.395681,19,0,0
17.75463614,79.56023437,260.3768726,21.41479842,46.50888858,3434.681517,3.962537562,3255.42845,Agricultural,Clay,7139.220206,64,0,1
26.87351659,73.647609,299.0504286,35.01044698,30.10192389,3856.328118,0.314369236,3447.31107,Water Body,Sandy,2106.477487,48,1,0
30.70737165,76.06284586,233.7134611,40.85787681,93.72500692,177.8065813,1.924712608,1366.597794,Water Body,Silt,5960.575508,70,1,0
19.95810563,78.30664962,183.7501134,34.56074374,76.985786,2687.43444,6.149734858,3095.137013,Urban,Peat,132.0530748,57,1,0
14.0365923,74.78903439,23.68644808,18.5810121,46.91143991,1772.182963,4.463727727,7232.538522,Urban,Silt,5165.645947,74,0,0
24.18107653,87.12599426,218.0217395,32.20732722,25.67489436,3474.544601,4.13837046,7512.782548,Agricultural,Silt,7940.619577,61,0,1
25.9075001,90.76103464,212.5684706,26.80886053,46.05462652,1418.898811,0.977029008,5139.78147,Forest,Peat,604.1233374,6,1,0
25.75702615,72.18836169,232.6704443,25.3011281,34.77074358,3718.618148,3.471274252,6005.488025,Water Body,Sandy,3227.468705,35,1,1
26.57661208,94.74318852,37.36661652,24.55594406,82.90186506,3011.184539,5.264305521,4729.89928,Urban,Silt,363.7064613,83,1,1
24.08258978,73.84404187,196.11975,42.88296671,77.56789478,3948.361919,0.776927349,391.7236504,Forest,Peat,5656.331605,96,1,1
34.59237849,75.22250433,88.71717149,37.2752237,59.85285019,4921.96979,0.666957526,6164.267701,Agricultural,Loam,9261.85182,58,1,0
15.65571583,78.20638225,228.081373,19.01546369,90.86728825,4542.929886,4.915533832,8817.482147,Desert,Loam,3242.183353,33,0,1
11.31586213,77.83119792,72.11218621,29.28016439,34.45445505,2966.450974,5.612521738,2015.780787,Urban,Peat,3654.782589,86,0,0
27.73326918,71.23374374,205.193603,24.54669226,56.15724683,4468.810887,2.576415046,8690.073808,Water Body,Silt,2131.577469,62,0,1
30.19497295,74.87334958,88.4978841,44.33814938,76.84962432,765.4490643,3.25766347,8828.300818,Urban,Clay,7364.10561,23,0,1
29.09541978,75.06237198,2.698287845,44.34086919,25.42418798,215.1757846,7.968704245,1252.121229,Water Body,Clay,5061.348514,60,1,1
26.00671489,71.9443929,190.0073736,24.58603423,49.81418887,2665.66625,8.69236024,8194.444075,Urban,Silt,2764.783726,8,1,0
23.8486087,75.22210125,33.98072495,25.56339348,65.73318417,4871.848881,3.252286867,5977.112751,Agricultural,Peat,426.8783562,22,0,1
20.88319221,76.12649591,197.7874418,32.98242621,49.3442831,3548.682237,3.557145643,4126.457903,Agricultural,Sandy,8526.638287,47,0,0
23.11712063,70.44247978,277.6828345,29.37921043,58.41591914,1525.712018,8.303265573,3049.558028,Agricultural,Clay,6915.774634,80,1,0
18.65938539,81.26858878,290.7737803,21.39302616,68.64946795,3343.856764,9.738345014,5572.4845,Agricultural,Loam,9768.733508,55,0,1
23.16722359,72.51188157,70.7769262,34.81236501,49.47124913,199.5385655,3.205931953,7456.976519,Agricultural,Sandy,5616.104256,38,1,1
27.29080443,88.85688793,242.7759683,25.02385932,28.48114847,2353.098103,7.887265712,301.7376794,Water Body,Loam,9589.644061,97,1,1
19.34189598,73.9096292,106.0659831,34.61149495,31.15555979,1186.278417,4.796923689,4737.770176,Water Body,Silt,6964.222721,5,0,0
19.33874543,81.21069392,270.1371218,26.51044567,62.16031756,245.9907578,2.637280456,5753.535733,Desert,Sandy,4305.290153,2,1,1
17.36162411,81.11860509,236.2468706,36.00629682,33.97920205,1249.551904,6.817851966,226.5379246,Agricultural,Silt,2338.678397,37,0,0
13.64841834,76.93651579,22.17651499,35.03398413,91.18669377,3612.302157,4.625503768,7866.558601,Forest,Clay,595.457115,7,0,1
32.24821674,75.69363454,122.1410982,30.26438268,86.73485481,2755.943911,2.681624395,8421.437207,Water Body,Silt,51.47923477,39,1,1
24.39586637,87.23604844,101.1953478,36.14219972,47.92256552,117.1744914,1.072296439,5419.323144,Water Body,Clay,8309.581732,8,1,1
27.22997355,72.13208895,235.5543062,28.82897029,86.47897376,2048.688766,8.669544138,1035.225507,Desert,Clay,6232.828325,78,0,0
23.61502011,72.52791859,123.0857132,18.48414899,62.65502643,3760.855523,8.786678034,8249.978813,Water Body,Peat,1867.64079,63,0,0
18.07738816,77.74657843,205.3765193,20.4631876,32.72407429,4773.023468,0.749617559,7122.702798,Urban,Silt,6858.306904,93,0,1
15.41197665,79.10064283,180.7305767,22.37979402,69.13694836,4371.787854,6.633953706,252.5947307,Water Body,Sandy,9171.059227,48,1,1
24.54356755,84.76378617,292.6916157,16.89686785,74.35608938,7.59875615,1.625774306,5124.386692,Urban,Sandy,564.6676868,67,1,0
26.51344187,83.72055479,281.335487,36.34143662,26.71132628,1093.509985,6.463200802,1013.426175,Desert,Peat,8041.889546,92,0,1
21.69754913,87.62731508,128.3098544,26.0217068,45.15624723,1038.684421,9.076171936,1248.155474,Urban,Silt,8354.374804,32,1,0
18.82590298,75.25528242,217.0734635,17.80569889,20.43071901,2065.47315,2.602146902,1703.327993,Forest,Peat,6519.554071,5,0,0
20.74383989,83.54643698,248.8380282,39.59874362,45.31430427,3228.772823,3.479292328,3505.475804,Water Body,Clay,9362.593991,28,1,1
22.4293337,81.98484047,269.6657262,35.50962853,46.83562663,765.3453044,7.951299592,7754.235553,Forest,Silt,9663.482375,18,0,0
25.57955432,91.48080614,20.44027913,28.56672711,70.41669014,4578.39347,7.353737927,274.9552513,Agricultural,Sandy,7729.137109,26,1,1
18.59554691,81.14501513,90.62363978,22.42276005,35.92346237,3885.584574,4.086552845,6098.138662,Desert,Clay,1682.483505,74,1,1
31.33294656,78.34832731,96.06901229,19.55237681,22.40727894,2096.659687,8.485480793,8534.345382,Desert,Peat,829.5180316,8,1,0
26.51442347,73.073078,130.3337854,28.75122575,45.25076268,2919.967381,9.205854778,5673.633511,Water Body,Peat,4231.982026,79,1,1
30.17260607,79.66950757,50.77942521,41.55737229,86.0495637,2709.010026,4.526436385,7216.473566,Water Body,Peat,4013.115626,17,0,0
28.19052364,93.4115656,148.861764,20.6518597,51.93161644,2911.150278,0.394516026,7978.88145,Desert,Silt,1432.846785,12,1,1
25.83601658,79.17000928,198.9642982,32.05977687,53.20750159,4300.576269,5.09439978,6324.530977,Water Body,Peat,400.0797827,70,1,1
33.8364827,74.83476728,149.2091761,43.85057986,57.52220503,1000.598197,7.396824595,5838.289079,Urban,Clay,2486.015915,80,0,1
22.03380823,77.46879224,199.7379286,34.11349724,80.14310646,3418.569843,2.200357425,158.9697501,Urban,Silt,2887.297041,72,1,1
23.32683864,70.30473789,19.93248955,28.1989419,58.40199139,535.1640007,0.994303206,4591.13066,Urban,Silt,9234.559986,31,1,0
16.64183778,75.65959545,262.7961995,36.49118919,27.3026202,2295.819874,2.852146436,4151.709761,Desert,Clay,9799.806183,25,0,1
28.68097213,79.40651655,281.7207576,39.73733757,36.51198397,3179.194345,0.115868887,4624.899388,Desert,Sandy,9852.455747,51,1,0
28.32224486,73.30533448,185.3722272,32.71548894,35.03178936,62.50830573,7.154717297,3826.586493,Forest,Silt,8121.733965,21,0,0
30.29806349,76.35593025,264.4172996,41.15497077,60.62906547,540.33132,1.460683657,8021.22089,Agricultural,Clay,7712.443715,27,0,0
25.89507019,90.85966517,39.43380499,30.43775278,22.39435721,456.3338471,7.236490221,7866.138232,Water Body,Silt,9381.922034,54,1,0
28.35221803,73.94546952,239.234676,39.90087007,42.68932868,1873.463038,2.345479926,1112.180818,Desert,Sandy,3403.152925,79,1,1
20.99991059,76.62879749,35.74445804,43.56057721,68.57559528,3110.044784,9.920621088,4715.035499,Forest,Sandy,5383.028386,99,0,0
18.85012916,83.94513141,122.4030694,30.03730401,48.37205404,4979.825152,5.317953821,8490.177889,Agricultural,Loam,5875.256368,88,0,0
20.75862003,80.15697056,97.14556037,33.15005147,76.61697267,1270.394427,0.41338856,5296.980449,Urban,Silt,5749.677374,27,1,1
28.15617248,80.85235655,175.6775476,33.28402629,51.29770695,679.7976575,7.726788775,7093.162181,Water Body,Silt,4318.598733,28,0,1
23.80112868,69.50276042,90.45436057,38.44304591,98.34060227,2073.813242,4.100902451,3303.489475,Desert,Clay,9755.773141,64,0,0
21.29524293,80.63130946,191.1940889,39.68897521,97.22850296,729.8771633,6.073212883,3337.899112,Forest,Clay,3194.765325,30,1,1
27.07712945,83.02057162,110.2161867,15.81687949,83.98725716,122.722713,9.512132228,2881.681083,Urban,Loam,2214.771174,93,0,0
17.21572242,79.79540671,258.2371143,37.00078692,96.35124224,2819.795295,5.172697718,193.288671,Agricultural,Clay,7382.328644,24,0,0
16.78287754,81.33261435,190.1651521,38.51445734,36.38225933,4397.862566,8.043763651,8183.087067,Forest,Sandy,9182.863873,62,1,0
21.09045521,71.06095524,64.5894892,36.01288318,80.07385326,4304.250526,3.027928173,3093.629753,Agricultural,Peat,9682.234277,52,1,1
26.02567102,81.992951,100.8388266,36.41086978,45.73269067,503.9428641,7.145210434,3247.994238,Desert,Silt,8035.96746,17,1,1
28.68724186,73.30091164,254.2262663,16.24208578,78.02354552,737.3845765,0.993230044,6720.475469,Forest,Loam,3831.841852,36,0,0
27.24354962,79.74356128,115.943925,28.26115986,49.91147693,2455.604966,8.93349055,4661.950349,Water Body,Silt,8143.998131,60,1,0
27.70307346,93.73273334,160.7397197,39.54538949,43.15365278,1838.582601,1.997474074,3203.348988,Urban,Loam,7627.011155,50,0,1
24.10799785,82.93385579,194.6825808,43.02021424,96.70360762,3515.372714,3.019295347,7818.24702,Forest,Peat,4026.582744,72,1,1
21.33393183,79.37439257,104.3428949,21.88403762,36.79083534,2474.705001,9.582118813,7302.955281,Desert,Loam,1046.016159,78,0,1
26.81504427,84.44056038,88.19358923,32.37584821,80.68548757,100.5908934,1.552135923,8642.740305,Desert,Loam,8541.638741,92,1,1
26.79764556,88.39436261,142.5764708,39.12990719,73.97377306,1422.820891,2.544097595,5671.759435,Agricultural,Peat,3055.008491,4,0,1
20.97265543,75.62173751,64.46429163,37.57222929,44.27821134,4507.459353,5.801792982,6105.974814,Agricultural,Clay,1130.830635,54,0,0
18.56668249,81.32198386,85.26317608,33.56670351,56.6674414,2557.544134,9.806939992,2871.171783,Water Body,Sandy,9867.545998,43,0,1
28.37223645,76.82274338,18.62354521,15.56073565,31.43544767,3989.743759,6.914194746,881.0837378,Desert,Loam,9259.911128,72,1,1
24.03943008,73.00568256,91.19108279,36.7165752,93.69668835,2011.480496,1.14190075,937.1512687,Desert,Sandy,7567.720727,9,1,1
21.45124504,84.09504656,96.21122801,38.1972751,97.44958412,3384.818239,7.481171523,5715.281207,Desert,Loam,674.9878224,24,0,1
26.0009113,75.58140375,288.5499499,36.6854852,78.59704254,845.0160862,4.262154645,1002.227444,Urban,Peat,7229.460563,60,1,1
12.07001518,77.04020637,176.9186476,37.97427484,87.95362751,3682.666336,9.923289409,8021.831854,Urban,Sandy,6606.949046,54,0,0
21.58560017,77.75856757,236.2147276,27.92744678,26.60939446,3932.905232,6.287170601,6227.829852,Desert,Silt,2464.364891,9,0,0
19.80226451,83.55503939,13.61317583,44.81256438,50.71748944,450.7012956,5.319558951,2001.477235,Urban,Sandy,4587.780484,19,1,0
27.28643925,70.39005681,31.96100808,38.12360748,46.46488919,916.5537153,5.572651564,2470.464777,Desert,Peat,9645.035512,41,0,0
25.90685501,80.95261576,244.3610883,32.36040016,65.19612525,2314.446368,6.415618108,6281.847452,Agricultural,Clay,176.2214531,62,1,0
28.64881931,94.56350958,187.0648648,43.02573809,34.66842357,3187.183682,7.318292777,7291.813185,Agricultural,Clay,4694.095468,72,0,0
26.62559485,93.87495358,57.29460916,42.24595018,65.07050565,3187.456673,0.783218352,7427.276527,Urban,Sandy,5838.725233,2,1,0
29.07143399,73.4236877,121.4386218,39.43701196,72.34922925,3341.014903,1.306695198,5317.888419,Agricultural,Peat,8682.261502,42,0,1
28.26592419,78.84389057,161.60175,31.91084757,30.58824735,3572.076235,3.004777255,1373.492615,Agricultural,Clay,7052.128076,74,0,1
21.41206497,75.51133186,253.0829487,30.81303057,30.53765671,2528.833189,4.779543248,7240.844868,Water Body,Clay,1001.510751,3,1,0
20.95473401,74.80640625,18.12359751,24.86123796,22.83387119,2874.277446,3.110673974,7004.461941,Water Body,Clay,3774.275293,27,0,0
28.11857463,81.22053156,179.0166868,22.52633937,80.87139597,42.03066904,2.138381291,7391.243921,Desert,Sandy,1246.282435,40,1,0
23.63292513,74.71984792,215.1107765,30.37078551,46.48068295,833.0035267,9.250297084,1395.00913,Forest,Clay,9309.19377,37,1,0
24.20050436,86.95785494,293.3675574,32.33345285,38.03363646,2492.82021,0.326005343,6055.197338,Forest,Peat,6913.174171,10,1,0
24.97734445,79.32932192,242.1480235,22.33579294,82.2475516,3727.96529,9.386981707,8496.238323,Water Body,Peat,2500.477796,31,1,1
28.46263724,80.77091872,82.86819407,42.67803731,31.46045521,4044.6245,9.072423145,2265.632914,Desert,Silt,1413.960255,81,1,0
26.8231249,71.72020279,212.8737582,31.7182199,54.17467417,3644.71846,6.837817499,6341.60958,Water Body,Clay,1237.451805,39,0,0
25.27922764,82.95836632,228.9833655,30.79515976,79.58293404,2432.013616,0.325345819,2290.901434,Agricultural,Silt,5115.937956,53,1,1
22.15223206,84.59186345,218.92065,28.06915165,65.90658541,1406.387739,2.253555616,2717.189025,Desert,Silt,2618.865745,82,1,0
26.75664968,92.28951123,246.0432204,16.74213887,64.32001148,2223.580801,9.791006237,4293.651937,Desert,Clay,9674.75553,79,1,1
24.78159221,93.74120439,271.1189929,41.47204003,32.59707286,46.47449045,9.059503651,7918.553378,Forest,Silt,3926.27984,2,1,1
27.93359485,73.23125332,29.5289607,24.50982679,34.47461823,2989.797281,9.64571961,342.0797109,Forest,Clay,9928.77279,12,1,1
28.32837224,96.72596462,31.4291573,34.27381003,66.60470351,372.8345205,9.961231598,8756.346318,Forest,Loam,8611.548738,55,0,1
26.32249239,73.93233726,238.9199966,33.22300677,21.88534889,726.9504744,0.638874663,6831.33862,Urban,Peat,9057.560111,50,1,1
23.76629751,82.43015866,75.71174296,32.53460476,89.52943912,3129.883102,5.708625365,3183.323685,Agricultural,Loam,3888.584791,36,1,1
17.83278538,74.69777924,17.56242659,30.77136606,48.03766405,66.74336173,8.341376112,3133.609482,Agricultural,Sandy,1214.29922,93,0,0
21.95628465,82.03494522,120.3687543,20.443195,53.32929736,2867.776666,3.197089658,4273.417977,Agricultural,Sandy,8395.171274,13,0,1
16.45177326,74.87466368,245.9630735,23.41817223,40.67458678,3191.900437,4.355587223,7746.234176,Agricultural,Silt,50.40678009,35,1,0
20.37354584,81.08477362,37.96950714,30.72564214,90.13368794,3941.375068,2.837386487,158.5326317,Agricultural,Loam,4482.932103,69,0,1
15.80880613,79.13819342,201.5525915,38.68027355,71.40032582,340.1526398,0.380721358,4850.912909,Agricultural,Loam,1467.179374,31,1,0
23.42739721,84.78254268,1.084758531,27.95966912,55.99267752,14.65831698,0.727133424,496.2528665,Urban,Clay,9024.044652,40,1,0
26.21284363,79.74353488,32.92123416,21.11767659,66.82470365,3834.28947,0.214417696,1022.835412,Desert,Silt,8685.249997,39,1,0
16.22313715,74.05213649,105.2551037,17.63833274,50.42956768,1450.269396,5.272444489,6111.011568,Forest,Peat,1376.356055,31,1,0
30.84280385,77.59844557,25.08068431,34.8903301,57.24659826,4436.026108,6.184230832,2073.165016,Forest,Loam,5515.188855,11,1,1
23.44338101,80.59601451,253.7705002,27.70019912,48.61057547,924.8429706,3.077016825,368.0308368,Forest,Loam,2341.273082,88,1,0
23.84917232,77.96203032,259.2211509,18.76112678,52.85398354,2927.528777,8.261485371,1453.171454,Agricultural,Clay,5145.187951,88,0,1
27.26068585,92.7350206,226.6712109,35.2340064,45.19812352,547.0483218,8.880133513,1846.029764,Forest,Clay,9765.255004,53,0,1
25.05918598,94.14728237,72.74388942,21.22736193,26.2112862,2013.450742,1.397483052,6811.031098,Urban,Peat,2304.210706,56,0,0
15.47174457,79.6461379,156.9741226,30.27048145,22.98770225,4410.321975,0.519244627,5529.328715,Agricultural,Silt,652.8125416,7,0,1
24.19078299,82.51212581,55.25655766,24.18563925,33.92849634,3041.737542,3.19380613,6504.377264,Agricultural,Clay,2544.567403,41,0,1
31.63725956,74.89892403,84.38353502,42.95070193,40.13101951,3448.085179,7.129875324,3272.18753,Urban,Sandy,9842.294782,98,0,0
11.50543387,79.25429888,154.8015877,21.84864199,91.23774885,1129.851652,5.074238913,1000.998788,Desert,Loam,816.785707,69,0,0
16.47165278,79.58546497,220.5041425,27.59755565,68.89989236,4613.754602,4.880899973,7125.206835,Urban,Sandy,376.1694564,67,0,0
24.37373465,86.93110398,28.39631412,43.7848079,96.66377357,3117.412202,1.524103984,1242.319708,Urban,Sandy,1514.423227,43,1,0
12.22477917,79.70341091,89.00900929,24.5617554,47.17174882,529.4274211,3.514541184,3385.968273,Urban,Loam,8064.497704,98,1,1
24.41310323,84.85840128,277.9864046,34.33779489,52.1390403,77.76123918,9.588912583,2320.637882,Desert,Loam,4713.764583,89,1,0
33.4863854,77.04839782,128.7369953,24.50181131,77.58025821,79.61258257,3.40560439,2623.740385,Forest,Clay,3384.168678,30,1,0
15.57216201,75.46144114,281.6609022,18.32024937,66.23216621,256.0589611,5.914324126,5325.227743,Urban,Silt,6575.77579,84,1,0
28.31677158,96.75274579,297.4201625,33.82641698,62.23040643,4558.079311,0.583488991,1454.187844,Agricultural,Loam,963.8681152,87,1,1
21.02982239,85.86316196,157.9979478,42.48094606,66.04512333,1791.893648,0.638542579,3945.092181,Forest,Silt,6965.617661,73,0,0
27.21816889,95.76057306,86.41320294,28.57694002,66.73082498,1491.162638,4.242539925,5651.114882,Forest,Loam,3039.176072,6,1,0
15.73267303,76.8089061,237.2330426,33.78529628,81.25923394,2082.728617,6.041123565,7688.143967,Water Body,Sandy,8567.417607,25,1,1
20.22905735,82.35330573,47.79322066,33.2669524,73.44656219,2047.857901,3.723410433,3284.621094,Urban,Sandy,7242.341768,27,1,1
23.90462399,84.54260732,75.6140579,27.45269108,96.58513989,1192.466378,1.790135759,2819.784882,Forest,Peat,8776.158493,1,1,0
24.50151917,77.50107796,235.4639728,33.44689916,95.83704144,459.1400479,7.359573152,3254.712247,Agricultural,Clay,1847.652524,43,1,1
15.4769439,78.17831882,130.0937774,22.77954253,53.75382797,543.1329631,1.400438169,4431.05248,Desert,Clay,1483.688115,77,0,0
25.61424134,93.60932364,60.4613811,26.34113714,22.85780876,2995.943491,6.680167447,2770.260966,Desert,Loam,7113.948375,70,1,0
32.81717241,74.90164507,195.3377235,28.26956569,20.88598258,1984.175258,9.567344883,2215.999871,Forest,Loam,9211.081422,16,1,1
26.02335993,85.13245638,219.8285584,40.92026051,29.85547239,4512.27694,4.705368584,3320.681759,Desert,Clay,8048.696594,14,0,0
29.6401327,77.73932804,37.52137184,25.44998684,25.99179191,2318.683552,2.004336786,6882.233335,Water Body,Peat,9405.718123,85,1,1
25.30484092,85.06559294,83.09407799,34.05411144,49.86928392,2517.457879,8.419817984,2236.905235,Desert,Loam,111.1507479,31,0,0
26.69900944,75.02259376,66.38302661,21.40211512,24.22996791,4641.224906,5.054761968,7473.282993,Desert,Silt,1786.77292,89,0,0
32.73884731,77.48492969,113.9563886,22.57709187,69.99312289,2508.203697,9.232220152,2522.622678,Desert,Loam,6185.113579,22,1,1
22.12857943,84.18627105,229.0334687,34.45286626,35.21393808,2509.909888,7.205860754,5336.024384,Agricultural,Silt,4227.733501,25,0,1
24.84582076,77.00070943,214.1124307,37.86929782,61.11722549,1815.814901,4.306096059,8591.198145,Water Body,Silt,7653.108999,63,1,0
23.72768766,75.94795877,198.7571731,28.8635153,28.24630261,3552.059302,6.173842811,8421.463223,Water Body,Sandy,673.873289,55,1,1
26.6465316,88.83235768,1.885663761,25.0529909,86.21832527,1961.138341,1.699644201,3845.632771,Desert,Sandy,6307.689101,87,1,0
12.26763019,75.17705374,42.64299401,42.30814668,82.39670626,2941.610852,3.872304067,597.3795268,Forest,Peat,9293.506203,85,1,1
24.91928904,81.57100975,66.98926473,19.07423445,50.91897768,2236.976719,5.938712737,7986.458865,Agricultural,Sandy,2296.676944,90,0,0
26.52063219,75.29498367,81.58675381,36.62142713,92.8474666,2643.724305,5.900418503,1122.952605,Forest,Silt,6809.193385,20,0,0
24.80689214,71.89457703,43.92796249,35.70512249,34.85605169,4135.136496,5.872153668,8171.563614,Urban,Peat,3438.09294,36,1,0
26.24568947,90.56021962,123.0946654,35.70735488,85.11493642,2068.665107,7.435360766,6482.315604,Agricultural,Sandy,3710.783957,42,0,1
21.6282897,75.51766319,22.5541755,43.06261333,63.66843475,1150.38903,1.056533849,8266.147739,Desert,Sandy,5149.776812,7,0,1
27.13473206,81.55988693,225.0066571,36.84570903,46.36640546,2851.602127,0.73657088,5887.386751,Agricultural,Silt,3032.981847,13,0,0
18.81680866,74.13420222,236.3162362,24.04695568,26.74887479,4687.544093,1.4802072,8804.756961,Agricultural,Loam,9666.395667,65,1,0
9.967318381,76.39831061,172.2800069,25.60227673,33.70489011,3466.060104,7.923943103,4132.030873,Forest,Peat,436.4043243,70,0,0
25.71777231,91.76284683,26.91146311,26.7333292,89.02900843,1541.816219,0.648537468,2916.4911,Urban,Sandy,7334.125791,26,1,0
24.08455301,94.09796631,267.0249509,15.92426022,68.55088602,4814.969159,2.252354784,3480.024196,Agricultural,Silt,812.162249,7,1,0
28.90855101,75.7924155,289.6907486,42.40530946,38.96764467,1713.584506,2.547760055,3099.356471,Urban,Sandy,8539.130172,67,1,1
23.80206919,85.16673365,60.7090681,17.20657812,59.6682302,4916.270119,6.472516224,3546.254379,Urban,Loam,4769.049359,58,1,1
23.70666629,78.12007974,211.3919458,35.99382846,28.62693359,959.9486433,4.016295262,7832.268233,Forest,Clay,2236.276088,9,1,0
25.4402794,82.12044869,252.5815892,36.90483015,27.90739933,4998.247672,1.989932234,5238.556924,Forest,Peat,4909.241112,46,0,0
22.7882329,73.22699013,161.9530568,40.31145152,92.62117213,379.5282495,4.495384558,6420.975202,Desert,Peat,9554.195871,9,0,1
33.81844903,76.38101927,96.99692986,31.60086767,56.62850314,3566.199409,6.854513556,2547.102603,Desert,Silt,1635.842241,15,1,1
22.3007326,69.82097007,143.5676145,36.75793272,48.92537232,3702.20793,7.8605187,8758.375805,Agricultural,Silt,6051.229211,2,0,1
19.69290547,76.32778147,153.6806252,24.08168773,95.92574613,3397.873435,1.238831873,2483.940999,Desert,Sandy,4744.269506,22,1,0
15.8995024,80.43891015,120.1911133,37.36752033,51.92005429,3888.033838,7.147155984,1407.054488,Forest,Peat,6976.569191,1,1,1
17.08192319,76.51337426,278.9527481,25.30247212,46.89937024,2359.164708,0.045226583,6885.465691,Desert,Sandy,1733.940551,64,1,1
12.13668899,75.32425887,223.1649333,42.08515435,41.83889369,270.5697329,7.243236679,7424.138564,Desert,Clay,5956.158885,74,1,1
26.27907276,72.31975489,72.39049268,19.90145423,65.20502566,1788.766464,6.610038653,3484.300518,Desert,Peat,8508.835475,62,1,0
24.30118623,78.8551399,175.6671562,24.47271932,64.67284738,3211.572486,4.686665785,4787.403129,Urban,Clay,255.385834,57,1,0
17.04924916,81.75803684,206.6067453,29.96308355,21.29553408,3231.235237,1.368732796,3664.204399,Desert,Sandy,8025.823848,36,0,1
19.03752498,74.51095043,42.04692651,38.27551671,72.32498592,975.9691616,7.645490039,2600.621467,Forest,Loam,4746.050834,60,0,0
25.80151766,73.05062032,107.5277227,37.46397315,83.06456824,1265.026032,0.717530888,7196.759978,Urban,Clay,1917.04123,19,1,1
24.28354084,77.6648793,271.6644845,21.32150623,69.27716339,2433.490689,8.955686138,6698.266528,Desert,Loam,6082.59265,59,1,1
24.82777969,83.67105113,170.1519301,19.3270709,89.59105106,3643.052614,7.73460367,4294.187716,Desert,Peat,3000.499828,20,1,1
21.91674556,71.46307584,65.09932382,24.11908813,42.11330888,4263.990515,7.409634945,4030.714561,Forest,Loam,9851.70778,93,1,1
16.87035067,75.20929483,36.83543944,29.51262455,35.35835222,432.4242402,7.543942402,1594.088371,Agricultural,Loam,2708.333205,24,1,1
20.53594907,74.14657043,155.468068,31.17015134,75.78224751,4628.099578,0.675732392,5638.59469,Forest,Sandy,7145.713102,46,1,0
25.12631453,88.35675834,164.3057169,27.87412773,35.08472818,4638.658313,9.899490844,8172.700661,Water Body,Sandy,5018.91488,80,1,0
27.45025526,88.63762247,100.3243354,34.8927035,27.28839035,39.66871049,8.585996199,6360.330759,Forest,Sandy,3948.582441,39,0,1
28.94510116,76.51855777,189.1248085,27.82676831,27.72920548,2532.047878,5.079334306,4479.481333,Agricultural,Sandy,5257.614871,50,0,1
11.47841421,76.00357308,20.60540587,43.3898703,81.47147946,2935.72132,7.194003109,342.0504881,Forest,Peat,3052.420744,86,1,0
24.39817016,73.44415942,43.54190798,22.82906544,22.29898413,2768.567146,7.392571617,8231.142607,Urban,Sandy,4616.461379,82,0,0
23.72293378,76.41859947,163.8821463,33.82116362,43.15653639,3078.858288,8.297852844,2725.576303,Urban,Peat,3751.191473,20,1,0
23.57697391,73.12407779,18.54470815,33.34133816,30.3349128,2516.756409,2.553740834,2653.979906,Forest,Peat,6471.405442,6,0,0
26.50015327,77.13582748,264.2726295,23.44724166,80.39281174,1469.034569,3.720527247,4154.985883,Urban,Loam,7221.085459,5,0,0
20.10690076,75.15291932,42.64391114,27.35062874,60.27944685,478.5219308,7.996853021,3797.260088,Agricultural,Peat,7686.014323,65,1,0
17.89378903,80.50703409,202.1759622,25.96420858,36.43939316,1041.897053,7.689838853,8514.86835,Water Body,Sandy,7861.574518,2,0,1
24.57168995,71.68177259,117.3610325,20.1749718,80.03287189,3701.275569,5.226153233,1459.98596,Water Body,Silt,3535.678023,40,1,1
24.24331837,86.89302028,119.9363243,29.31885638,80.02932073,1205.317593,3.962053447,6097.352825,Agricultural,Loam,6153.859466,10,1,0
16.3739466,76.9884727,229.4668586,26.59986759,61.84181177,4148.551678,9.684425709,944.6407825,Desert,Peat,5062.907618,59,1,1
12.13055581,79.4798692,149.8386403,20.3495208,42.06798296,2017.441835,4.150213907,2449.989775,Desert,Loam,6400.745582,21,1,1
24.05437367,68.72770256,217.6966391,28.49640136,66.90216794,2072.379274,7.639857196,6389.469755,Water Body,Peat,3539.667613,49,1,1
29.42362544,79.93776353,151.5573686,27.65531905,94.68240806,4342.493706,4.126423649,7114.176303,Urban,Peat,1913.557519,47,1,1
30.65784775,78.95647098,177.8716024,18.94097033,24.13091101,1071.444141,3.098361637,4149.044085,Urban,Loam,7259.663035,52,1,1
